score,CHARACTER_COMBINATION_score,CHARACTER_MASKING_score,CHARACTER_SPLITTING_score,CHARACTER_SUBSTITUTION_score,CHARACTER_SWAPPING_score,WORD_ABBREVIATION_score,WORD_HOMOPHONE_SUB_score,WORD_LANG_SWITCH_score,WORD_NOISE_score,WORD_SPLITTING_score,CHARACTER_COMBINATION_res,CHARACTER_MASKING_res,CHARACTER_SPLITTING_res,CHARACTER_SUBSTITUTION_res,CHARACTER_SWAPPING_res,WORD_ABBREVIATION_res,WORD_HOMOPHONE_SUB_res,WORD_LANG_SWITCH_res,WORD_NOISE_res,WORD_SPLITTING_res
1.0,1.0,1.0,0.99640286,0.989899,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,1.0,0.99758446,0.9761621,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,1.0,0.9761621,0.9590444,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0
0.9992105,0.997561,0.9992105,0.997561,0.9915254,0.9992105,0.9992105,0.99921036,0.99921036,0.9992105,0.9992105,0,0,0,0,0,0,0,0,0,0
0.9976225,0.997561,0.9976225,0.997561,1.0,0.9976225,0.9976225,0.9976225,0.9976225,0.9976225,0.9976225,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.93607247,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.989899,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.989899,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.989899,0.96292895,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.99728036,0.997561,0.99640286,0.93607247,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.9968293,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.989899,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99041384,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9590444,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.93607247,0.93607247,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.989899,0.997561,0.997561,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9590444,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.989899,0.997561,0.99107766,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9815774,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99000335,0.9901882,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9763742,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.989899,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9590444,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.986257,0.9785198,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.989899,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.9968293,0.997561,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.9761621,0.997561,0.93444556,0.93418837,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,1,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9946932,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9761621,0.9761621,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.9761621,0.997561,0.9761621,0.93607247,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,1,0,1,1,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.997561,0.989899,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.99640286,0.989899,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,0,0,0,0,0,0,0,0
0.997561,0.997561,0.997561,0.9590444,0.9590444,0.997561,0.997561,0.997561,0.997561,0.997561,0.997561,0,0,1,1,0,0,0,0,0,0
0.997513,0.99751306,0.99751306,0.989899,0.9761621,0.99640286,0.9911359,0.99640286,0.99751306,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.997513,0.99751306,0.99751306,0.989899,0.9761621,0.99640286,0.9911359,0.99640286,0.99751306,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.9901788,0.99640286,0.99640286,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.99640286,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9761621,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9761621,0.93553466,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.997561,0.9859874,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9761621,0.93607247,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.989899,0.99640286,0.9761621,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9761621,0.93607247,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9761621,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.9761621,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0,1,0,1,0,0,0,0,1,0
0.99640286,0.99640286,0.99640286,0.9761621,0.9590444,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9336262,0.93607247,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.9761621,0.99640286,0.8253275,0.8787918,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,1,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9590444,0.963606,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.997561,0.99640286,0.9761621,0.8902739,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.9915254,0.99640286,0.98180914,0.9590444,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.9590444,0.9590444,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.997561,0.98598754,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.93607247,0.93607247,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.9974376,0.99640286,0.9783261,0.9590444,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
0.99640286,0.99640286,0.9761621,0.997561,0.9761621,0.997561,0.997561,0.997561,0.997561,0.9761621,0.997561,0,1,0,1,0,0,0,0,1,0
0.99640286,0.99640286,0.99640286,0.991035,0.9761621,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,1,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.997561,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,0,0,0,0,0,0,0,0
0.99640286,0.99640286,0.99640286,0.93607247,0.93607247,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0.99640286,0,0,1,1,0,0,0,0,0,0
